arquivo_origem,total_execucoes,vazao_media_mbps,vazao_minima_mbps,vazao_maxima_mbps,desvio_padrao_mbps,tempo_minimo_s,tempo_maximo_s,tempo_medio_s,desvio_padrao_tempo_s,tempo_total_s
cenario_B.csv,30,3.682002,0.787294,22.117132,4.888040,0.380022,10.675805,4.841817,2.772573,145.254510
